"item-count";"ProfileInternalColumnName";"ProfileSourceAttributeName";"item-percent";"item-value";"ProfileInputName";"ProfileSourceAttributeType";"FrequencyType";"rollup_SourceAttributeName";"rollup_column";"rollup_name";"rollup_value"
1;"S_11";"titleCode";"16.6666666667%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_11";"titleCode";"33.3333333333%";"Z021";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_11";"titleCode";"33.3333333333%";"Z046";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_11";"titleCode";"16.6666666667%";"Z051";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_0";"RecID";"100%";"32";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_1";"FullName";"100%";"Elizbeth Kazmer R.Ph";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_2";"GD";"100%";"FEMALE";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_3";"CalculatedDate";"100%";"1981-01-12";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_4";"BirthDate";"100%";"1981-01-13";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_5";"Description";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_6";"Mobile";"100%";"44 7700 900480";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_7";"Email";"100%";"jane.watson@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_8";"directmailing";"100%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_9";"directemail";"100%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_10";"directtelephone";"100%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_11";"titleCode";"100%";"Z021";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_0";"RecID";"100%";"23";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_1";"FullName";"100%";"Shinabery Tamie";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_2";"GD";"100%";"femle";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_3";"CalculatedDate";"100%";"1947-09-23";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
5;"S_6";"Mobile";"83.3333333333%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_6";"Mobile";"16.6666666667%";"DD DDDD DDDDDD,DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_7";"Email";"66.6666666667%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_7";"Email";"16.6666666667%";"LLLL.LLLL.LLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_7";"Email";"16.6666666667%";"LLLL.LLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_8";"directmailing";"33.3333333333%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_8";"directmailing";"66.6666666667%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_9";"directemail";"33.3333333333%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_9";"directemail";"66.6666666667%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
2;"S_10";"directtelephone";"33.3333333333%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
4;"S_10";"directtelephone";"66.6666666667%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_11";"titleCode";"16.6666666667%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
5;"S_11";"titleCode";"83.3333333333%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"Female"
1;"S_1";"FullName";"100%";"LLLLLLLL LLLLLL L.LL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_2";"GD";"100%";"LLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_3";"CalculatedDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_4";"BirthDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_5";"Description";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_6";"Mobile";"100%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_7";"Email";"100%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_4";"BirthDate";"100%";"1947-09-24";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_5";"Description";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_6";"Mobile";"100%";"44 7700 900032";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_7";"Email";"100%";"jane.watson@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_8";"directmailing";"100%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_9";"directemail";"100%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_10";"directtelephone";"100%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_11";"titleCode";"100%";"Z049";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_0";"RecID";"50%";"30";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_0";"RecID";"50%";"42";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_1";"FullName";"50%";"Choulnard Mollie";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_1";"FullName";"50%";"Handon Donette";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_2";"GD";"100%";"fmale";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_3";"CalculatedDate";"100%";"2001.07.01";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_4";"BirthDate";"100%";"2001.07.01";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_5";"Description";"50%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_5";"Description";"50%";"07801211963";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_6";"Mobile";"50%";"44 7700 900483";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_6";"Mobile";"50%";"44 7700 900945";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_7";"Email";"50%";"dr.john.smith@gmail.c";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_8";"directmailing";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_9";"directemail";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_11";"titleCode";"100%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"FEMALE"
1;"S_1";"FullName";"100%";"LLLLLLLLL LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_2";"GD";"100%";"LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_3";"CalculatedDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_4";"BirthDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_5";"Description";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_6";"Mobile";"100%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_7";"Email";"100%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_8";"directmailing";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_9";"directemail";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_11";"titleCode";"100%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"femle"
1;"S_1";"FullName";"50%";"LLLLLL LLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_1";"FullName";"50%";"LLLLLLLLL LLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_2";"GD";"100%";"LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_3";"CalculatedDate";"100%";"DDDD.DD.DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_4";"BirthDate";"100%";"DDDD.DD.DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_5";"Description";"50%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_5";"Description";"50%";"DDDDDDDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_6";"Mobile";"100%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_7";"Email";"50%";"LL.LLLL.LLLLL@LLLLL.L";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_7";"Email";"50%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_8";"directmailing";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_9";"directemail";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
2;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_11";"titleCode";"50%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_11";"titleCode";"50%";"LDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_1";"FullName";"100%";"LLLLLLL LLLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_2";"GD";"100%";"L";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_3";"CalculatedDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_4";"BirthDate";"100%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_5";"Description";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_6";"Mobile";"100%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_7";"Email";"100%";"LLLL.LLLLL@.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_8";"directmailing";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_9";"directemail";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_7";"Email";"50%";"jane.watson@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_8";"directmailing";"50%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_8";"directmailing";"50%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_9";"directemail";"50%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_9";"directemail";"50%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_10";"directtelephone";"50%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_10";"directtelephone";"50%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_11";"titleCode";"50%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_11";"titleCode";"50%";"Z050";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"fmale"
1;"S_0";"RecID";"100%";"44";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_1";"FullName";"100%";"Laverne Clumpner";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_2";"GD";"100%";"m";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_3";"CalculatedDate";"100%";"2003-12-06";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_4";"BirthDate";"100%";"2003-12-06";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_5";"Description";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_6";"Mobile";"100%";"44 7700 900552";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_7";"Email";"100%";"john.smith@.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_8";"directmailing";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_9";"directemail";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_10";"directtelephone";"100%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_11";"titleCode";"100%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_0";"RecID";"14.2857142857%";"1";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_0";"RecID";"14.2857142857%";"2";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_0";"RecID";"14.2857142857%";"4";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_0";"RecID";"14.2857142857%";"16";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_0";"RecID";"14.2857142857%";"37";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_0";"RecID";"14.2857142857%";"40";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_0";"RecID";"14.2857142857%";"83";"in";"LONG";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"Adam Whitman RPA";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"Dr. J.W. Smith";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"Dr. John Smith";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"Edythe Hodgen";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"Fleisner Edward CIA";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"Smith W. John";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"Walter Rottinghaus";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
7;"S_2";"GD";"100%";"M";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"12/16/1978";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"16.01.2018";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"16.12.1978";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"1949-12-17";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_11";"titleCode";"100%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"m"
1;"S_1";"FullName";"14.2857142857%";"LL. L.L. LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"LL. LLLL LLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"LLLL LLLLLLL LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"LLLLL L. LLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"LLLLLL LLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"LLLLLL LLLLLLLLLLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_1";"FullName";"14.2857142857%";"LLLLLLLL LLLLLL LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
7;"S_2";"GD";"100%";"L";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
4;"S_3";"CalculatedDate";"57.1428571429%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_3";"CalculatedDate";"28.5714285714%";"DD.DD.DDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"DD/DD/DDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
5;"S_4";"BirthDate";"71.4285714286%";"DDDD-DD-DD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_4";"BirthDate";"28.5714285714%";"DD.DD.DDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
5;"S_5";"Description";"71.4285714286%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_5";"Description";"14.2857142857%";"DDDDDDDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_5";"Description";"14.2857142857%";"LL:DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
3;"S_6";"Mobile";"42.8571428571%";"DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"DD DDDD DDDDDD,DD DDDD DDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"1989-05-02";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"1992-06-15";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_3";"CalculatedDate";"14.2857142857%";"2003-12-06";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_4";"BirthDate";"14.2857142857%";"16.11.1978";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_4";"BirthDate";"14.2857142857%";"16.12.1978";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_4";"BirthDate";"14.2857142857%";"1949-12-18";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_4";"BirthDate";"14.2857142857%";"1978-16-12";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_4";"BirthDate";"14.2857142857%";"1989-05-03";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_4";"BirthDate";"14.2857142857%";"1992-06-16";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_4";"BirthDate";"14.2857142857%";"2003-12-06";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
5;"S_5";"Description";"71.4285714286%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_5";"Description";"14.2857142857%";"07801211963";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_5";"Description";"14.2857142857%";"HI:123456";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"44 7700 900109,44 7700 900005";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"44 7700 900147";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"44 7700 900301";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"44 7700 900489";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"447700 900696 , +447801211963";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"447700 900696 , +447a01211963";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_7";"Email";"28.5714285714%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_7";"Email";"28.5714285714%";"smith.john@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_7";"Email";"14.2857142857%";"dr.john.smith@gmail.c";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_7";"Email";"14.2857142857%";"jane.watson@gmail.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_7";"Email";"14.2857142857%";"john.smith@.com";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_8";"directmailing";"14.2857142857%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
3;"S_8";"directmailing";"42.8571428571%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_8";"directmailing";"28.5714285714%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_8";"directmailing";"14.2857142857%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_9";"directemail";"14.2857142857%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
3;"S_9";"directemail";"42.8571428571%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_9";"directemail";"28.5714285714%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_9";"directemail";"14.2857142857%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
3;"S_10";"directtelephone";"42.8571428571%";"4";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_10";"directtelephone";"28.5714285714%";"3";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_10";"directtelephone";"14.2857142857%";"1";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_10";"directtelephone";"14.2857142857%";"2";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_11";"titleCode";"28.5714285714%";;"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_11";"titleCode";"28.5714285714%";"Z046";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_11";"titleCode";"28.5714285714%";"Z051";"in";"STRING";"Value";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"DDDDDD DDDDDD , +DDDDDDDDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_6";"Mobile";"14.2857142857%";"DDDDDD DDDDDD , +DDDLDDDDDDDD";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_7";"Email";"28.5714285714%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
2;"S_7";"Email";"28.5714285714%";"LLLLL.LLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_7";"Email";"14.2857142857%";"LL.LLLL.LLLLL@LLLLL.L";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_7";"Email";"14.2857142857%";"LLLL.LLLLL@.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_7";"Email";"14.2857142857%";"LLLL.LLLLLL@LLLLL.LLL";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_8";"directmailing";"14.2857142857%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
6;"S_8";"directmailing";"85.7142857143%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
1;"S_9";"directemail";"14.2857142857%";;"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
6;"S_9";"directemail";"85.7142857143%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
7;"S_10";"directtelephone";"100%";"D";"in";"STRING";"Masked";"GD";"S_2";"ru_RollupOnGD";"M"
