"item-count";"item-percent";"item-value";"ProfileInternalColumnName";"ProfileSourceAttributeType";"ProfileSourceAttributeName";"ProfileInputName";"FrequencyType";"rollup_SourceAttributeName";"rollup_column";"rollup_name";"rollup_value"
28;"71.7948717949%";"DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
4;"10.2564102564%";"DD DDDD DDDDDD DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
3;"7.6923076923%";"DD DDDD DDDDDD, DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";"DD DDDD DDDDDD ,DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"DD DDDD DDDDDD,DD DDDD DDDDDD";"S_6";"STRING";"Mobile";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
13;"33.3333333333%";;"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
6;"15.3846153846%";"LLLL.LLLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
5;"12.8205128205%";"LLLL.LLLL.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
5;"12.8205128205%";"LLLL.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
4;"10.2564102564%";"LLLLL.LLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
3;"7.6923076923%";"LLLL.L.LLLLL@LLLLL.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
2;"5.1282051282%";"LLLL.LLLLL@.LLL";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
1;"2.5641025641%";"LL.LLLL.LLLLL@LLLLL.L";"S_7";"STRING";"Email";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
12;"30.7692307692%";;"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
27;"69.2307692308%";"D";"S_8";"STRING";"directmailing";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
10;"25.641025641%";;"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
29;"74.358974359%";"D";"S_9";"STRING";"directemail";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
12;"30.7692307692%";;"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
27;"69.2307692308%";"D";"S_10";"STRING";"directtelephone";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
11;"28.2051282051%";;"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
28;"71.7948717949%";"LDDD";"S_11";"STRING";"titleCode";"in";"Masked";"GD";"S_2";"ru_RollupOnGD";"null"
