"SourceName";"SourceLayerName";"DQM_GlobalRecordID";"DQM_RecordID";"DQM_RuleCodesApplied";"DQM_RuleCodesAppliedLA";"DQM_RuleCodesAppliedLAGuid";"DQM_RuleCodesAppliedMappings";"DQM_RuleCodesAppliedForFilter";"DQM_RuleCodesAppliedLAForFilter";"DQM_RuleCodesAppliedLAFiltered";"DQM_RuleCodesFailed";"DQM_RuleCodesFailedLA";"DQM_RecordScore";"DQM_RecordExplanation";"splitted_DQM_RuleCodesAppliedLAForFilter_RDC";"splitted_DQM_RuleCodesAppliedLAForFilter";"par_LeadingAttribute";"par_RuleID";"par_FilterRuleID";"par_FilterLeadingAttribute"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:48";"48";"1 10 1";"1.Gender 10.Gender 1.Mobile";"4b912b0d-7936-46f5-b9a9-b243d1cf3d14 22334d8b-dec9-474b-93f1-b02d9d716f68 a7f25161-5a1b-4653-80e4-985190db1679";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10 1";"10.Gender 1.Mobile";20;"INVALID_GENDER_VALUE(Gender) COLUMN_NOT_POPULATED(Mobile)";"237:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:10";"10";"1 10 1";"1.Gender 10.Gender 1.Mobile";"ae8586c6-9ad6-44c8-97be-86eac96d5db7 ed334352-76d0-4db7-b85a-5fd2a0994ddd d136f5fa-99ad-49ae-a047-ffb07f436767";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"238:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:44";"44";"1 10 1";"1.Gender 10.Gender 1.Mobile";"5a2f8c19-b8f1-4c90-a9e7-65554046ffb3 b299369d-a015-4908-ad67-7556dd8971d7 9d3e205a-16ba-4c88-9520-6ab0cbcec747";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"239:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:79";"79";"1 10 1";"1.Gender 10.Gender 1.Mobile";"a7465380-7753-4be2-8498-3403a4860408 6a1d5ea9-f682-4e62-a970-25c41ceb8894 46d7caa1-7ce2-47df-8443-388740d6b20d";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"240:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:84";"84";"1 10 1";"1.Gender 10.Gender 1.Mobile";"cda5b8cf-2be6-4c44-a90e-cc4d77b90dd3 f5870c2e-a15e-4380-8e8b-92d9d0be021d 691861b3-e7df-4ec7-9810-d149891835be";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"241:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:88";"88";"1 10 1";"1.Gender 10.Gender 1.Mobile";"51e253b9-e0b2-4c48-a666-59acf21a22b3 98af3e0c-ea2a-474c-82de-8eaabd26b4ee 8c335a88-1de4-4c04-b9a3-81e48bf82a6b";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";;"1 1";"1.Gender 1.Mobile";20;"COLUMN_NOT_POPULATED(Gender) COLUMN_NOT_POPULATED(Mobile)";"242:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:55";"55";"1 10 1";"1.Gender 10.Gender 1.Mobile";"89323331-6d25-4369-bc6f-1c84ed818cf9 86454fce-c478-4300-9f8c-bce153152d65 e6c8247e-72bb-431c-9b3f-47cbb7ec6c32";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"243:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:38";"38";"1 10 1";"1.Gender 10.Gender 1.Mobile";"83640d95-abb7-4d0b-b327-1adcfad02303 59f44386-05ee-4076-8317-17b22604f71b 1723d1b9-6eb0-46fe-961a-8f30a8258c0f";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"244:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:42";"42";"1 10 1";"1.Gender 10.Gender 1.Mobile";"b58335ab-1558-4863-99f6-a2e1aba32fd1 eacfe67e-72e0-41d6-be28-a78f0993d5a7 53b9109a-6895-40f1-8e28-3ad118e22dbe";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"245:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:17";"17";"1 10 1";"1.Gender 10.Gender 1.Mobile";"abd7131c-b816-4612-aa27-f9fe7eace058 cdb636b0-4e6f-4902-8acd-c1dcf346bae0 ad2bc6f9-e0e7-4f80-93ae-f138120db2da";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"246:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:31";"31";"1 10 1";"1.Gender 10.Gender 1.Mobile";"ca2c2955-ec1d-4fc7-914b-896f42d87f8d 7ca7bae3-d715-4fd8-81f9-a405ae80c6fb 1e4558f9-4177-411a-86e0-75765a2ee496";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"247:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniImInAMess";"og_customer";"Customer:OmniImInAMess:46";"46";"1 10 1";"1.Gender 10.Gender 1.Mobile";"499c33a7-f1a4-4902-9455-02d15651778e 8e8e7e8d-7c01-4d69-9c09-9b50714bc427 7ae606e1-b8c9-4a6d-9035-a69a64ced7c9";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";"10";"10.Gender";10;"INVALID_GENDER_VALUE(Gender)";"248:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
"OmniCRM";"og_customer";"Customer:OmniCRM:99";"99";"1 10 1";"1.Gender 10.Gender 1.Mobile";"da45f2ec-5a3a-46d2-9485-e21e8f20b090 9f508ceb-b466-4d67-99f4-6a769f36b416 a3673074-5965-4678-9739-7c0b561fab3e";"1:Gender:Rule_Attribute_1.Gender 10:Gender:Rule_Attribute_1.Gender 1:Mobile:Rule_Attribute_1.Mobile";"1*10";"1.Gender*10.Gender";"1.Gender*10.Gender";;;0;;"249:1:1";"1.Gender*10.Gender";"Gender";10;1;"Gender"
